HL7 v2,,,FHIR Version,,Condition (IF True),,,HL7 FHIR,,,,,Comments
SYNOL,Synovial,HL70550,"F-R4, F-R6",,,,,SYNOL,,Synovial,http://terminology.hl7.org/CodeSystem/v2-0550,,
SYN,Synovial Fluid,HL70550,"F-R4, F-R6",,,,,SYN,,Synovial Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
SYNOV,Synovium,HL70550,"F-R4, F-R6",,,,,SYNOV,,Synovium,http://terminology.hl7.org/CodeSystem/v2-0550,,
TARS,Tarsal,HL70550,"F-R4, F-R6",,,,,TARS,,Tarsal,http://terminology.hl7.org/CodeSystem/v2-0550,,
TDUCT,Tear Duct,HL70550,"F-R4, F-R6",,,,,TDUCT,,Tear Duct,http://terminology.hl7.org/CodeSystem/v2-0550,,
TEAR,Tears,HL70550,"F-R4, F-R6",,,,,TEAR,,Tears,http://terminology.hl7.org/CodeSystem/v2-0550,,
TEMPL,Temple,HL70550,"F-R4, F-R6",,,,,TEMPL,,Temple,http://terminology.hl7.org/CodeSystem/v2-0550,,
TEMPO,Temporal,HL70550,"F-R4, F-R6",,,,,TEMPO,,Temporal,http://terminology.hl7.org/CodeSystem/v2-0550,,
TML,Temporal Lobe,HL70550,"F-R4, F-R6",,,,,TML,,Temporal Lobe,http://terminology.hl7.org/CodeSystem/v2-0550,,
TESTI,Testicle(Testis),HL70550,"F-R4, F-R6",,,,,TESTI,,Testicle(Testis),http://terminology.hl7.org/CodeSystem/v2-0550,,
THIGH,Thigh,HL70550,"F-R4, F-R6",,,,,THIGH,,Thigh,http://terminology.hl7.org/CodeSystem/v2-0550,,
THORA,Thorax/Thoracic/Thoracentesis,HL70550,"F-R4, F-R6",,,,,THORA,,Thorax/Thoracic/Thoracentesis,http://terminology.hl7.org/CodeSystem/v2-0550,,
THRB,Throat,HL70550,"F-R4, F-R6",,,,,THRB,,Throat,http://terminology.hl7.org/CodeSystem/v2-0550,,
THUMB,Thumb,HL70550,"F-R4, F-R6",,,,,THUMB,,Thumb,http://terminology.hl7.org/CodeSystem/v2-0550,,
TNL,Thumbnail,HL70550,"F-R4, F-R6",,,,,TNL,,Thumbnail,http://terminology.hl7.org/CodeSystem/v2-0550,,
THM,Thymus,HL70550,"F-R4, F-R6",,,,,THM,,Thymus,http://terminology.hl7.org/CodeSystem/v2-0550,,
THYRD,Thyroid,HL70550,"F-R4, F-R6",,,,,THYRD,,Thyroid,http://terminology.hl7.org/CodeSystem/v2-0550,,
TIBIA,Tibia,HL70550,"F-R4, F-R6",,,,,TIBIA,,Tibia,http://terminology.hl7.org/CodeSystem/v2-0550,,
TOE,Toe,HL70550,"F-R4, F-R6",,,,,TOE,,Toe,http://terminology.hl7.org/CodeSystem/v2-0550,,
TOEN,Toe Nail,HL70550,"F-R4, F-R6",,,,,TOEN,,Toe Nail,http://terminology.hl7.org/CodeSystem/v2-0550,,
TONG,Tongue,HL70550,"F-R4, F-R6",,,,,TONG,,Tongue,http://terminology.hl7.org/CodeSystem/v2-0550,,
TONS,Tonsil,HL70550,"F-R4, F-R6",,,,,TONS,,Tonsil,http://terminology.hl7.org/CodeSystem/v2-0550,,
TOOTH,Tooth,HL70550,"F-R4, F-R6",,,,,TOOTH,,Tooth,http://terminology.hl7.org/CodeSystem/v2-0550,,
TSK,Tooth Socket,HL70550,"F-R4, F-R6",,,,,TSK,,Tooth Socket,http://terminology.hl7.org/CodeSystem/v2-0550,,
TRCHE,Trachea/Tracheal,HL70550,"F-R4, F-R6",,,,,TRCHE,,Trachea/Tracheal,http://terminology.hl7.org/CodeSystem/v2-0550,,
TBRON,Transbronchial,HL70550,"F-R4, F-R6",,,,,TBRON,,Transbronchial,http://terminology.hl7.org/CodeSystem/v2-0550,,
TCN,Transcarina Asp,HL70550,"F-R4, F-R6",,,,,TCN,,Transcarina Asp,http://terminology.hl7.org/CodeSystem/v2-0550,,
ULNA,Ulna/Ulnar,HL70550,"F-R4, F-R6",,,,,ULNA,,Ulna/Ulnar,http://terminology.hl7.org/CodeSystem/v2-0550,,
UMB,Umbilical Blood,HL70550,"F-R4, F-R6",,,,,UMB,,Umbilical Blood,http://terminology.hl7.org/CodeSystem/v2-0550,,
UMBL,Umbilicus/Umbilical,HL70550,"F-R4, F-R6",,,,,UMBL,,Umbilicus/Umbilical,http://terminology.hl7.org/CodeSystem/v2-0550,,
URET,Ureter,HL70550,"F-R4, F-R6",,,,,URET,,Ureter,http://terminology.hl7.org/CodeSystem/v2-0550,,
URTH,Urethra,HL70550,"F-R4, F-R6",,,,,URTH,,Urethra,http://terminology.hl7.org/CodeSystem/v2-0550,,
UTERI,Uterine,HL70550,"F-R4, F-R6",,,,,UTERI,,Uterine,http://terminology.hl7.org/CodeSystem/v2-0550,,
SAC,Uterine Cul/De/Sac,HL70550,"F-R4, F-R6",,,,,SAC,,Uterine Cul/De/Sac,http://terminology.hl7.org/CodeSystem/v2-0550,,
UTER,Uterus,HL70550,"F-R4, F-R6",,,,,UTER,,Uterus,http://terminology.hl7.org/CodeSystem/v2-0550,,
VAGIN,Vagina/Vaginal,HL70550,"F-R4, F-R6",,,,,VAGIN,,Vagina/Vaginal,http://terminology.hl7.org/CodeSystem/v2-0550,,
VCUFF,Vaginal Cuff,HL70550,"F-R4, F-R6",,,,,VCUFF,,Vaginal Cuff,http://terminology.hl7.org/CodeSystem/v2-0550,,
VGV,Vaginal Vault,HL70550,"F-R4, F-R6",,,,,VGV,,Vaginal Vault,http://terminology.hl7.org/CodeSystem/v2-0550,,
VAL,Valve,HL70550,"F-R4, F-R6",,,,,VAL,,Valve,http://terminology.hl7.org/CodeSystem/v2-0550,,
VAS,Vas Deferens,HL70550,"F-R4, F-R6",,,,,VAS,,Vas Deferens,http://terminology.hl7.org/CodeSystem/v2-0550,,
VASTL,Vastus Lateralis,HL70550,"F-R4, F-R6",,,,,VASTL,,Vastus Lateralis,http://terminology.hl7.org/CodeSystem/v2-0550,,
VAULT,Vault,HL70550,"F-R4, F-R6",,,,,VAULT,,Vault,http://terminology.hl7.org/CodeSystem/v2-0550,,
VEIN,Vein,HL70550,"F-R4, F-R6",,,,,VEIN,,Vein,http://terminology.hl7.org/CodeSystem/v2-0550,,
VENTG,Ventragluteal,HL70550,"F-R4, F-R6",,,,,VENTG,,Ventragluteal,http://terminology.hl7.org/CodeSystem/v2-0550,,
VCSF,Ventricular CSF,HL70550,"F-R4, F-R6",,,,,VCSF,,Ventricular CSF,http://terminology.hl7.org/CodeSystem/v2-0550,,
VERMI,Vermis Cerebelli,HL70550,"F-R4, F-R6",,,,,VERMI,,Vermis Cerebelli,http://terminology.hl7.org/CodeSystem/v2-0550,,
VERTC,"Vertebra, cervical",HL70550,"F-R4, F-R6",,,,,VERTC,,"Vertebra, cervical",http://terminology.hl7.org/CodeSystem/v2-0550,,
VERTL,"Vertebra, lumbar",HL70550,"F-R4, F-R6",,,,,VERTL,,"Vertebra, lumbar",http://terminology.hl7.org/CodeSystem/v2-0550,,
VERTT,"Vertebra, thoracic",HL70550,"F-R4, F-R6",,,,,VERTT,,"Vertebra, thoracic",http://terminology.hl7.org/CodeSystem/v2-0550,,
VESI,Vesicle,HL70550,"F-R4, F-R6",,,,,VESI,,Vesicle,http://terminology.hl7.org/CodeSystem/v2-0550,,
VESCL,Vesicular,HL70550,"F-R4, F-R6",,,,,VESCL,,Vesicular,http://terminology.hl7.org/CodeSystem/v2-0550,,
VESFLD,Vesicular Fluid,HL70550,"F-R4, F-R6",,,,,VESFLD,,Vesicular Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
VESTI,Vestibule(Genital),HL70550,"F-R4, F-R6",,,,,VESTI,,Vestibule(Genital),http://terminology.hl7.org/CodeSystem/v2-0550,,
VITR,Vitreous Fluid,HL70550,"F-R4, F-R6",,,,,VITR,,Vitreous Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
VOC,Vocal Cord,HL70550,"F-R4, F-R6",,,,,VOC,,Vocal Cord,http://terminology.hl7.org/CodeSystem/v2-0550,,
VULVA,Vulva,HL70550,"F-R4, F-R6",,,,,VULVA,,Vulva,http://terminology.hl7.org/CodeSystem/v2-0550,,
WRIST,Wrist,HL70550,"F-R4, F-R6",,,,,WRIST,,Wrist,http://terminology.hl7.org/CodeSystem/v2-0550,,
,,,"F-R4, F-R6",,,,,LA,,Left arm,http://terminology.hl7.org/CodeSystem/v3-ActSite,,
,,,"F-R4, F-R6",,,,,RA,,Right arm,http://terminology.hl7.org/CodeSystem/v3-ActSite,,
